Category,Priority,File,Line,Link_Text,Target,Status,Impact
other,low,docs/components/modular-design-patterns.md,76,component-name.md sections,../components/component-name.md,BROKEN,Navigation disruption in other system
other,low,docs/components/modular-design-patterns.md,77,component-name usage documentation,../components/component-name-usage.md,BROKEN,Navigation disruption in other system
other,low,docs/components/modular-design-patterns.md,123,Apply primary-component.md for main patterns,../components/primary-component.md,BROKEN,Navigation disruption in other system
other,low,docs/components/modular-design-patterns.md,126,structural-component.md for organization,../components/structural-component.md,BROKEN,Navigation disruption in other system
other,low,docs/components/modular-design-patterns.md,127,presentation-component.md for delivery,../components/presentation-component.md,BROKEN,Navigation disruption in other system
other,low,docs/components/modular-design-patterns.md,128,validation-component.md for quality assurance,../components/validation-component.md,BROKEN,Navigation disruption in other system
other,low,docs/components/communication-templates.md,23,imperative-documentation-templates.md,imperative-documentation-templates.md,BROKEN,Navigation disruption in other system
other,low,docs/components/communication-templates.md,24,expression-patterns.md,expression-patterns.md,BROKEN,Navigation disruption in other system
other,low,docs/components/communication-templates.md,25,cross-reference-templates.md,cross-reference-templates.md,BROKEN,Navigation disruption in other system
other,low,docs/components/communication-templates.md,26,command-templates.md,command-templates.md,BROKEN,Navigation disruption in other system
other,low,docs/components/communication-templates.md,27,link-format-templates.md,link-format-templates.md,BROKEN,Navigation disruption in other system
other,low,docs/components/communication-templates.md,30,imperative-documentation-templates.md,imperative-documentation-templates.md,BROKEN,Navigation disruption in other system
other,low,docs/components/communication-templates.md,31,expression-patterns.md,expression-patterns.md,BROKEN,Navigation disruption in other system
other,low,docs/components/communication-templates.md,32,cross-reference-templates.md,cross-reference-templates.md,BROKEN,Navigation disruption in other system
other,low,docs/components/communication-templates.md,33,command-templates.md,command-templates.md,BROKEN,Navigation disruption in other system
other,low,docs/components/communication-templates.md,34,link-format-templates.md,link-format-templates.md,BROKEN,Navigation disruption in other system
other,low,docs/components/command-architecture-patterns.md,16,Study Integration Patterns,integration-patterns.md,BROKEN,Navigation disruption in other system
other,low,docs/components/command-architecture-patterns.md,16,Next: Review Architecture Guide,../architecture/command-centered.md,BROKEN,Navigation disruption in other system
other,low,docs/components/command-architecture-patterns.md,414,Command-Centered Architecture Guide,../architecture/command-centered.md,BROKEN,Navigation disruption in other system
other,low,docs/components/command-architecture-patterns.md,415,Integration Framework Documentation,../framework/integration.md,BROKEN,Navigation disruption in other system
other,low,docs/components/command-architecture-patterns.md,418,Validation Framework,validation-framework.md,BROKEN,Navigation disruption in other system
command,high,docs/components/command-architecture-patterns.md,423,Enhanced System Audit,../../commands/analysis/system-audit.md,BROKEN,Navigation disruption in command system
command,high,docs/components/command-architecture-patterns.md,426,Enhanced Modularize,../../commands/analysis/modularize.md,BROKEN,Navigation disruption in command system
other,low,docs/components/execution-dashboard-displays.md,14,Study component usage,COMPONENT_USAGE.md,BROKEN,Navigation disruption in other system
other,low,docs/components/execution-dashboard-displays.md,137,Review component usage guidelines,COMPONENT_USAGE.md,BROKEN,Navigation disruption in other system
other,low,docs/components/workflow-phases.md,14,Next: Learn navigation.md for patterns,navigation.md,BROKEN,Navigation disruption in other system
workflow,low,docs/components/workflow-phases.md,42,Use workflow operational guidance,../principles/workflow.md#phase-specific-actions,BROKEN,Navigation disruption in workflow system
command,high,docs/components/workflow-phases.md,43,Execute clarify.md,../../commands/clarify.md,BROKEN,Navigation disruption in command system
workflow,low,docs/components/workflow-phases.md,52,Use workflow operational guidance,../principles/workflow.md#phase-specific-actions,BROKEN,Navigation disruption in workflow system
command,high,docs/components/workflow-phases.md,53,Execute explore.md,../../commands/explore.md,BROKEN,Navigation disruption in command system
workflow,low,docs/components/workflow-phases.md,62,Use workflow operational guidance,../principles/workflow.md#phase-specific-actions,BROKEN,Navigation disruption in workflow system
command,high,docs/components/workflow-phases.md,63,Execute analyze.md,../../commands/analyze.md,BROKEN,Navigation disruption in command system
workflow,low,docs/components/workflow-phases.md,72,Use workflow operational guidance,../principles/workflow.md#phase-specific-actions,BROKEN,Navigation disruption in workflow system
command,high,docs/components/workflow-phases.md,73,Execute present-solutions.md,../../commands/present-solutions.md,BROKEN,Navigation disruption in command system
workflow,low,docs/components/workflow-phases.md,82,Use workflow operational guidance,../principles/workflow.md#phase-specific-actions,BROKEN,Navigation disruption in workflow system
command,high,docs/components/workflow-phases.md,83,Execute plan.md,../../commands/plan.md,BROKEN,Navigation disruption in command system
workflow,low,docs/components/workflow-phases.md,92,Use workflow operational guidance,../principles/workflow.md#phase-specific-actions,BROKEN,Navigation disruption in workflow system
command,high,docs/components/workflow-phases.md,93,Execute implement.md,../../commands/implement.md,BROKEN,Navigation disruption in command system
workflow,low,docs/components/workflow-phases.md,102,Use workflow operational guidance,../principles/workflow.md#phase-specific-actions,BROKEN,Navigation disruption in workflow system
command,high,docs/components/workflow-phases.md,103,Execute ripple-effect.md,../../commands/ripple-effect.md,BROKEN,Navigation disruption in command system
other,low,docs/components/workflow-phases.md,109,validation-templates.md,../principles/validation.md#template-integration,BROKEN,Navigation disruption in other system
workflow,low,docs/components/workflow-phases.md,114,Use workflow operational guidance,../principles/workflow.md#phase-specific-actions,BROKEN,Navigation disruption in workflow system
command,high,docs/components/workflow-phases.md,115,Execute validate.md,../../commands/validate.md,BROKEN,Navigation disruption in command system
workflow,low,docs/components/workflow-phases.md,124,Use workflow operational guidance,../principles/workflow.md#emergency-procedures,BROKEN,Navigation disruption in workflow system
command,high,docs/components/workflow-phases.md,125,Execute recurse.md,../../commands/recurse.md,BROKEN,Navigation disruption in command system
command,high,docs/components/workflow-phases.md,132,debug command,../../commands/debug.md,BROKEN,Navigation disruption in command system
command,high,docs/components/workflow-phases.md,139,recurse command,../../commands/recurse.md,BROKEN,Navigation disruption in command system
other,low,docs/components/workflow-phases.md,153,document validation template,../principles/validation.md#template-integration,BROKEN,Navigation disruption in other system
other,low,docs/components/workflow-phases.md,163,system validation template,../principles/validation.md#template-integration,BROKEN,Navigation disruption in other system
other,low,docs/components/workflow-phases.md,173,system validation template,../principles/validation.md#template-integration,BROKEN,Navigation disruption in other system
other,low,docs/components/workflow-phases.md,183,document validation template,../principles/validation.md#template-integration,BROKEN,Navigation disruption in other system
